Week,AssignmentId,AssignmentName,ContentType,ContentFilename,"Content
",concepts
2,033,033.TheSumBetweenTwoNumbers,baseline,TheSumBetweenTwoNumbers.java,"import java.util.Scanner;\npublic class TheSumBetweenTwoNumbers {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
2,033,033.TheSumBetweenTwoNumbers,solution,TheSumBetweenTwoNumbers.java,"import java.util.Scanner;\npublic class TheSumBetweenTwoNumbers {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""First: "");\n        int first = Integer.parseInt(reader.nextLine());\n        System.out.print(""Last: "");\n        int last = Integer.parseInt(reader.nextLine());\n        int sum = 0;\n        int number = first;\n        while (number <= last) {\n            sum += number;\n            number++;\n        }\n        System.out.println(""The sum is ""+sum);\n    }\n}
","SimpleAssignmentExpression:5,AddAssignmentExpression:1,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,ImportStatement:1,WhileStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:2,java.lang.System.out.print:2,FormalMethodParameter:1,LessEqualExpression:1,StaticMethodSpecifier:1,StringDataType:3,StringLiteral:3,MethodDefinition:1,IntDataType:4,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:2,ActualMethodParameter:6,ObjectCreationStatement:1,"
2,034,034.Factorial,baseline,Factorial.java,"import java.util.Scanner;\npublic class Factorial {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
2,034,034.Factorial,solution,Factorial.java,"import java.util.Scanner;\npublic class Factorial {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type a number:  "");\n        int n = Integer.parseInt(reader.nextLine());\n        int factorial = 1;\n        int number = 1;\n        while (number <= n) {\n            factorial *= number;\n            number++;\n        }\n        System.out.println(""The result is"" + factorial);\n    }\n}
","SimpleAssignmentExpression:4,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,ImportStatement:1,WhileStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,FormalMethodParameter:1,LessEqualExpression:1,StaticMethodSpecifier:1,StringDataType:2,StringLiteral:2,MultiplyAssignmentExpression:1,MethodDefinition:1,IntDataType:3,VoidDataType:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:4,ObjectCreationStatement:1,"
2,035,035.SumOfThePowers,baseline,SumOfThePowers.java,"import java.util.Scanner;\npublic class SumOfThePowers {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
2,035,035.SumOfThePowers,solution,SumOfThePowers.java,"import java.util.Scanner;\npublic class SumOfThePowers {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type a number: "");\n        int n = Integer.parseInt(reader.nextLine());\n        int result = 0;\n        int number = 0;\n        while (number <= n) {\n            int power = (int)Math.pow(2, number);\n            result += power;\n            number++;\n        }\n        System.out.println(""The result is "" + result);\n    }\n}
","StringAddition:1,ImportStatement:1,WhileStatement:1,ClassDefinition:1,FormalMethodParameter:1,LessEqualExpression:1,StaticMethodSpecifier:1,StringDataType:2,MethodDefinition:1,ConstructorCall:1,SimpleAssignmentExpression:5,AddAssignmentExpression:1,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,java.lang.Integer.parseInt:1,java.lang.Math.pow:1,java.lang.System.out.print:1,ExplicitTypeCasting:1,StringLiteral:2,IntDataType:4,VoidDataType:1,ObjectMethodInvocation:1,ActualMethodParameter:5,ObjectCreationStatement:1,"
2,036,036.LoopsEndingRemembering,baseline,LoopsEndingRemembering.java,"import java.util.Scanner;\npublic class LoopsEndingRemembering {\n    public static void main(String[] args) {\n        // program in this project exercises 36.1-36.5\n        // actually this is just one program that is split in many parts\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
2,036,036.LoopsEndingRemembering,solution,LoopsEndingRemembering.java,"import java.util.Scanner;\npublic class LoopsEndingRemembering {\n    public static void main(String[] args) {\n        // program in this project exercises 36.1-36.5\n        // actually this is just one program that is split in many parts\n        Scanner reader = new Scanner(System.in);\n        int sum = 0;\n        int numbers = 0;\n        int even = 0;\n        System.out.println(""Type numbers:"");\n        while (true) {\n            int number = Integer.parseInt(reader.nextLine());\n            if (number == -1) {\n                break;\n            }\n            sum += number;\n            numbers++;\n            if (number % 2 == 0) {\n                even++;\n            }\n        }\n        double average = (double) sum / numbers;\n        int odd = numbers-even;\n        System.out.println(""Thank you and see you later!"");\n        System.out.println(""The sum is "" + sum);\n        System.out.println(""How many numbers: "" + numbers);\n        System.out.println(""Average: "" + average);\n        System.out.println(""Even numbers: "" + even);\n        System.out.println(""Odd numbers: ""+ odd);\n    }\n}
","EqualExpression:2,StringAddition:5,True:1,ImportStatement:1,WhileStatement:1,ClassDefinition:1,FormalMethodParameter:1,SubtractExpression:1,StaticMethodSpecifier:1,StringDataType:7,IfStatement:2,MethodDefinition:1,ConstructorCall:1,SimpleAssignmentExpression:7,AddAssignmentExpression:1,PublicClassSpecifier:1,PostIncrementExpression:2,PublicMethodSpecifier:1,java.lang.System.out.println:7,ModulusExpression:1,java.lang.Integer.parseInt:1,ExplicitTypeCasting:1,DivideExpression:1,StringLiteral:7,IntDataType:5,VoidDataType:1,DoubleDataType:1,ObjectMethodInvocation:1,ActualMethodParameter:9,ObjectCreationStatement:1,"
2,037,037.PrintingOutText,baseline,PrintingOutText.java,"public class PrintingOutText {\n    public static void printText() {\n        // Write your code here\n    }\n    public static void main(String[] args) {\n        printText();\n    }\n}
",
2,037,037.PrintingOutText,solution,PrintingOutText.java,"public class PrintingOutText {\n    public static void printText() {\n        // Write your code here\n        System.out.println(""In the beginning there were the swamp, the hoe and Java."");\n    }\n    public static void main(String[] args) {\n        printText();\n    }\n}
","PublicClassSpecifier:1,StaticMethodSpecifier:2,StringDataType:1,StringLiteral:1,PublicMethodSpecifier:2,java.lang.System.out.println:1,MethodDefinition:2,VoidDataType:2,ClassDefinition:1,ActualMethodParameter:1,FormalMethodParameter:1,"
2,038,038.ManyPrints,baseline,ManyPrints.java,"import java.util.Scanner;\npublic class ManyPrints {\n    // NOTE: do not change the method definition, e.g. add parameters to method\n    public static void printText() {\n        // Write your code here\n    }\n    public static void main(String[] args) {\n        // ask the user how many times the text should be printed\n        // use the while structure to call the printText method several times\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
2,038,038.ManyPrints,solution,ManyPrints.java,"import java.util.Scanner;\npublic class ManyPrints {\n    // NOTE: do not change the method definition, e.g. add parameters to method\n    public static void printText() {\n        // Write your code here\n        System.out.println(""In the beginning there were the swamp, the hoe and Java."");\n    }\n    public static void main(String[] args) {\n        // ask the user how many times the text should be printed\n        // use the while structure to call the printText method several times\n        Scanner reader = new Scanner(System.in);\n        System.out.println(""How many?"");\n        int count = Integer.parseInt(reader.nextLine());\n        while (count > 0) {\n            count--;\n            printText();\n        }\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:2,ImportStatement:1,WhileStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,FormalMethodParameter:1,StaticMethodSpecifier:2,StringDataType:2,StringLiteral:2,MethodDefinition:2,IntDataType:1,VoidDataType:2,GreaterExpression:1,PostDecrementExpression:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:4,ObjectCreationStatement:1,"
2,039,039.Printing,baseline,Printing.java,"public class Printing {\n    public static void printStars(int amount) {\n        // 39.1\n        // you can print one star with the command\n        // System.out.print(""*"");\n        // call this command amount times        \n    }\n    public static void printSquare(int sideSize) {\n        // 39.2\n    }\n    public static void printRectangle(int width, int height) {\n        // 39.3\n    }\n    public static void printTriangle(int size) {\n        // 39.4\n    }\n    public static void main(String[] args) {\n        // Tests do not use main, yo can write code here freely!\n        // if you have problems with tests, please try out first \n        // here to see that the printout looks correct\n        printStars(3);\n        System.out.println(""\n---"");  // printing --- to separate the figures\n        printSquare(4);\n        System.out.println(""\n---"");\n        printRectangle(5,6);\n        System.out.println(""\n---"");\n        printTriangle(3);\n        System.out.println(""\n---"");\n    }\n}
",
2,039,039.Printing,solution,Printing.java,"public class Printing {\n    public static void printStars(int amount) {\n        // 39.1\n        // you can print one star with the command\n        // System.out.print(""*"");\n        // call this command amount times        \n        int printed=0;\n        while (printed < amount) {\n            System.out.print(""*"");\n            printed = printed + 1;\n        }\n        System.out.println("""");\n    }\n    public static void printSquare(int sideSize) {\n        // 39.2\n        int printed=0;\n        while (printed < sideSize) {\n            printStars(sideSize);\n            printed = printed + 1;\n        }\n    }\n    public static void printRectangle(int width, int height) {\n        // 39.3\n        int printed = 0;\n        while (printed < height) {\n            printStars(width);\n            printed = printed + 1;\n        }\n    }\n    public static void printTriangle(int size) {\n        // 39.4\n        int row = 1;\n        while (row <= size) {\n            printStars(row);\n            row = row+1;\n        }\n    }\n    public static void main(String[] args) {\n        // Tests do not use main, yo can write code here freely!\n        // if you have problems with tests, please try out first \n        // here to see that the printout looks correct\n        printStars(3);\n        System.out.println(""\n---"");  // printing --- to separate the figures\n        printSquare(4);\n        System.out.println(""\n---"");\n        printRectangle(5,6);\n        System.out.println(""\n---"");\n        printTriangle(3);\n        System.out.println(""\n---"");\n    }\n}
","SimpleAssignmentExpression:8,PublicClassSpecifier:1,PublicMethodSpecifier:5,java.lang.System.out.println:1,WhileStatement:4,ClassDefinition:1,java.lang.System.out.print:1,FormalMethodParameter:5,LessEqualExpression:1,StaticMethodSpecifier:5,LessExpression:3,StringDataType:2,StringLiteral:2,AddExpression:4,MethodDefinition:5,IntDataType:8,VoidDataType:5,ActualMethodParameter:5,"
2,040,040.PrintingLikeboss,baseline,PrintingLikeBoss.java,"public class PrintingLikeBoss {\n    // copy or rewrite the method of Assignment 39.1 here\n    public static void printStars(int amount) {      \n    }\n    public static void printWhitespaces(int amount) {\n        // 40.1\n    }\n    public static void printTriangle(int size) {\n        // 40.2\n    }\n    public static void xmasTree(int height) {\n        // 40.3\n    }\n    public static void main(String[] args) {\n        // Tests do not use main, yo can write code here freely!\n        printTriangle(5);\n        System.out.println(""---"");\n        xmasTree(4);\n        System.out.println(""---"");\n        xmasTree(10);\n    }\n}
",
2,040,040.PrintingLikeboss,solution,PrintingLikeBoss.java,"public class PrintingLikeBoss {\n    // copy or rewrite the method of Assignment 39.1 here\n    public static void printStars(int amount) {      \n        int printed=0;\n        while (printed < amount) {\n            System.out.print(""*"");\n            printed = printed + 1;\n        }\n        System.out.println("""");\n    }\n    public static void printWhitespaces(int amount) {\n        // 40.1\n        int i = 0;\n        while (i < amount) {\n            System.out.print("" "");\n            i++;\n        }\n    }\n    public static void printTriangle(int size) {\n        // 40.2\n        int i = 1;\n        while (i <= size) {\n            printWhitespaces(size-i);\n            printStars(i);\n            i++;\n        }\n    }\n    public static void xmasTree(int height) {\n        // 40.3\n        int i = 1;\n        while (i <= height) {\n            printWhitespaces(height-i);\n            printStars(i+(i-1));\n            i++;\n        }\n        // the stand:\n        printWhitespaces(height-2);\n        printStars(3);\n        printWhitespaces(height-2);\n        printStars(3);\n    }\n    public static void main(String[] args) {\n        // Tests do not use main, yo can write code here freely!\n        printTriangle(5);\n        System.out.println(""---"");\n        xmasTree(4);\n        System.out.println(""---"");\n        xmasTree(10);\n    }\n}
","SimpleAssignmentExpression:5,PublicClassSpecifier:1,PostIncrementExpression:3,PublicMethodSpecifier:5,java.lang.System.out.println:3,WhileStatement:4,ClassDefinition:1,java.lang.System.out.print:2,FormalMethodParameter:5,LessEqualExpression:2,SubtractExpression:5,StaticMethodSpecifier:5,LessExpression:2,StringDataType:5,StringLiteral:5,AddExpression:2,MethodDefinition:5,IntDataType:8,VoidDataType:5,ActualMethodParameter:16,"
2,041,041.GuessingNumberGame,baseline,GuessingNumberGame.java,"import java.util.Random;\nimport java.util.Scanner;\npublic class GuessingNumberGame {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        int numberDrawn = drawNumber();\n        // program your solution here. Do not touch the above lines!\n    }\n    // DO NOT MODIFY THIS!\n    private static int drawNumber() {\n        return new Random().nextInt(101);\n    }\n}
",
2,041,041.GuessingNumberGame,solution,GuessingNumberGame.java,"import java.util.Random;\nimport java.util.Scanner;\npublic class GuessingNumberGame {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        int numberDrawn = drawNumber();\n        // program your solution here. Do not touch the above lines!\n        int guessesMAde = 0;\n        while (true) {\n            System.out.print(""Guess a number: "");\n            int guess = Integer.parseInt(reader.nextLine());\n            guessesMAde++;\n            if (guess == numberDrawn) {\n                break;\n            } else if (guess < numberDrawn) {\n                System.out.println(""The number is greater, guesses made: "" + guessesMAde);\n            } else {\n                System.out.println(""The number is less, guesses made: "" + guessesMAde);\n            }\n        }\n        System.out.println(""Congratulations, your guess is correct!"");\n    }\n    // DO NOT MODIFY THIS!\n    private static int drawNumber() {\n        return new Random().nextInt(101);\n    }\n}
","IfElseIfStatement:1,EqualExpression:1,StringAddition:2,True:1,ImportStatement:2,WhileStatement:1,PrivateMethodSpecifier:1,ClassDefinition:1,FormalMethodParameter:1,StaticMethodSpecifier:2,StringDataType:4,LessExpression:1,MethodDefinition:2,ReturnStatement:1,ConstructorCall:2,SimpleAssignmentExpression:4,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,IfElseStatement:1,java.lang.Integer.parseInt:1,java.lang.System.out.print:1,StringLiteral:4,IntDataType:4,VoidDataType:1,ObjectMethodInvocation:2,ActualMethodParameter:7,ObjectCreationStatement:2,"
2,042,042.Hangman,baseline,HangmanUserInteface.java,"import hangman.Hangman;\nimport java.util.Scanner;\npublic class HangmanUserInteface {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        Hangman hangman = new Hangman();\n        System.out.println(""***********"");\n        System.out.println(""* HANGMAN  *"");\n        System.out.println(""***********"");\n        System.out.println("""");\n        printMenu();\n        System.out.println("""");\n        // PROGRAM YOUR SOLUTION HERE\n        System.out.println(""Thank you for playing!"");\n    }\n    public static void printMenu() {\n        System.out.println("" * menu *"");\n        System.out.println(""quit   - quits the game"");\n        System.out.println(""status  - prints the game status"");\n        System.out.println(""a single letter uses the letter as a guess"");\n        System.out.println(""an empty line prints this menu"");\n    }\n}
",
2,042,042.Hangman,solution,HangmanUserInteface.java,"import hangman.Hangman;\nimport java.util.Scanner;\npublic class HangmanUserInteface {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        Hangman hangman = new Hangman();\n        System.out.println(""***********"");\n        System.out.println(""* HANGMAN  *"");\n        System.out.println(""***********"");\n        System.out.println("""");\n        printMenu();\n        System.out.println("""");\n        // PROGRAM YOUR SOLUTION HERE\n        while (hangman.gameOn()) {\n            System.out.println("""");\n            System.out.println(""Type a command: "");\n            String command = reader.nextLine();\n            if (command.equals(""quit"")) {\n                break;\n            } else if (command.equals(""status"")) {\n                hangman.printStatus();\n            } else if (command.length() == 1) {\n                hangman.guess(command);\n            } else if (command.isEmpty()) {\n                printMenu();\n            }\n            hangman.printMan();\n            hangman.printWord();\n        }\n        System.out.println(""Thank you for playing!"");\n    }\n    public static void printMenu() {\n        System.out.println("" * menu *"");\n        System.out.println(""quit   - quits the game"");\n        System.out.println(""status  - prints the game status"");\n        System.out.println(""a single letter uses the letter as a guess"");\n        System.out.println(""an empty line prints this menu"");\n    }\n}
","SimpleAssignmentExpression:3,PublicClassSpecifier:1,IfElseIfStatement:3,PublicMethodSpecifier:2,java.lang.System.out.println:13,EqualExpression:1,ImportStatement:2,WhileStatement:1,StringVariable:1,ClassDefinition:1,FormalMethodParameter:1,StaticMethodSpecifier:2,StringDataType:16,IfStatement:1,java.lang.String.length:1,StringLiteral:15,MethodDefinition:2,VoidDataType:2,ConstructorCall:2,ObjectMethodInvocation:9,ActualMethodParameter:17,java.lang.String.equals:2,ObjectCreationStatement:2,"
3,043,043.SumOfNumbers,baseline,SumOfNumbers.java,"public class SumOfNumbers {\n    public static int sum(int number1, int number2, int number3, int number4) {\n        // write your code here\n        //STUB: return -1;\n    }\n    public static void main(String[] args) {\n        int answer = sum(4, 3, 6, 1);\n        System.out.println(""Sum: "" + answer);\n    }\n}
",
3,043,043.SumOfNumbers,solution,SumOfNumbers.java,"public class SumOfNumbers {\n    public static int sum(int number1, int number2, int number3, int number4) {\n        return number1 + number2 + number3 + number4;\n        // write your code here\n    }\n    public static void main(String[] args) {\n        int answer = sum(4, 3, 6, 1);\n        System.out.println(""Sum: "" + answer);\n    }\n}
","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:1,StringAddition:1,ClassDefinition:1,FormalMethodParameter:2,StaticMethodSpecifier:2,StringDataType:1,StringLiteral:1,AddExpression:1,MethodDefinition:2,IntDataType:2,VoidDataType:1,ReturnStatement:1,ActualMethodParameter:2,"
3,044,044.Least,baseline,Least.java,"public class Least {\n    public static int least(int number1, int number2) {\n        // write program code here\n        // do not print anything inside the method\n        // method needs a return in the end\n        //STUB: return -1;\n    }\n    public static void main(String[] args) {\n        int result = least(2, 7);\n        System.out.println(""Least: "" + result);\n    }\n}
",
3,044,044.Least,solution,Least.java,"public class Least {\n    public static int least(int number1, int number2) {\n        if (number1 < number2) {\n            return number1;\n        } else {\n            return number2;\n        }\n        // write program code here\n        // do not print anything inside the method\n        // method needs a return in the end\n    }\n    public static void main(String[] args) {\n        int result = least(2, 7);\n        System.out.println(""Least: "" + result);\n    }\n}
","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:1,IfElseStatement:1,StringAddition:1,ClassDefinition:1,FormalMethodParameter:2,StaticMethodSpecifier:2,LessExpression:1,StringDataType:1,StringLiteral:1,MethodDefinition:2,IntDataType:2,VoidDataType:1,ReturnStatement:2,ActualMethodParameter:2,"
3,045,045.Greatest,baseline,Greatest.java,"public class Greatest {\n    public static int greatest(int number1, int number2, int number3) {\n        return -1;\n    }\n    public static void main(String[] args) {\n        int result = greatest(2, 7, 3);\n        System.out.println(""Greatest: "" + result);\n    }\n}
",
3,045,045.Greatest,solution,Greatest.java,"public class Greatest {\n    public static int greatest(int number1, int number2, int number3) {\n        int greatest = number1;\n        if (number2 > greatest) {\n            greatest = number2;\n        }\n        if (number3 > greatest) {\n            greatest = number3;\n        }\n        return greatest;\n    }\n    public static void main(String[] args) {\n        int result = greatest(2, 7, 3);\n        System.out.println(""Greatest: "" + result);\n    }\n}
","SimpleAssignmentExpression:4,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:1,StringAddition:1,ClassDefinition:1,FormalMethodParameter:2,StaticMethodSpecifier:2,IfStatement:2,StringDataType:1,StringLiteral:1,MethodDefinition:2,IntDataType:3,GreaterExpression:2,VoidDataType:1,ReturnStatement:1,ActualMethodParameter:2,"
3,046,046.AverageOfGivenNumbers,baseline,AverageOfGivenNumbers.java,"public class AverageOfGivenNumbers {\n    // implement here again the method of exercise 43\n    public static int sum(int number1, int number2, int number3, int number4) {\n        //STUB: return 0;\n    }\n    public static double average(int number1, int number2, int number3, int number4) {\n        //STUB:return -1;\n    }\n    public static void main(String[] args) {\n        double result = average(4, 3, 6, 1);\n        System.out.println(""Average: "" + result);\n    }\n}
",
3,046,046.AverageOfGivenNumbers,solution,AverageOfGivenNumbers.java,"public class AverageOfGivenNumbers {\n    // implement here again the method of exercise 43\n    public static int sum(int number1, int number2, int number3, int number4) {\n        return number1 + number2 + number3 + number4;\n    }\n    public static double average(int number1, int number2, int number3, int number4) {\n        // write your code here\n        int sum = sum(number1, number2, number3, number4);\n        return (double) sum / 4;\n    }\n    public static void main(String[] args) {\n        double result = average(4, 3, 6, 1);\n        System.out.println(""Average: "" + result);\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:3,java.lang.System.out.println:1,StringAddition:1,ClassDefinition:1,FormalMethodParameter:3,StaticMethodSpecifier:3,ExplicitTypeCasting:1,StringDataType:1,DivideExpression:1,StringLiteral:1,AddExpression:1,MethodDefinition:3,IntDataType:3,VoidDataType:1,ReturnStatement:2,DoubleDataType:3,ActualMethodParameter:3,"
3,047,047.LengthOfName,baseline,LengthOfName.java,"import java.util.Scanner;\npublic class LengthOfName {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // call your method from here\n    }\n    // do here the method\n    // public static int calculateCharacters(String text)\n}
",
3,047,047.LengthOfName,solution,LengthOfName.java,"import java.util.Scanner;\npublic class LengthOfName {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // call your method from here\n        System.out.print(""Type your name: "");\n        String name = reader.nextLine();\n        System.out.print(""Type your name: "" + calculateCharacters(name));\n    }\n    // do here the method\n    // public static int calculateCharacters(String text)\n    public static int calculateCharacters(String text) {\n        return text.length();\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:2,StringAddition:1,ImportStatement:1,StringVariable:1,ClassDefinition:1,java.lang.System.out.print:2,FormalMethodParameter:2,StaticMethodSpecifier:2,StringDataType:3,java.lang.String.length:1,StringLiteral:2,MethodDefinition:2,IntDataType:1,VoidDataType:1,ReturnStatement:1,ConstructorCall:1,ObjectMethodInvocation:1,ActualMethodParameter:3,ObjectCreationStatement:1,"
3,048,048.FirstCharacter,baseline,FirstCharacter.java,"import java.util.Scanner;\npublic class FirstCharacter {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
3,048,048.FirstCharacter,solution,FirstCharacter.java,"import java.util.Scanner;\npublic class FirstCharacter {\n    public static char firstCharacter(String text) {\n        return text.charAt(0);\n    }\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type your name "");\n        String name = reader.nextLine();\n        System.out.println(""First character: "" + firstCharacter(name));\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:1,StringAddition:1,ImportStatement:1,CharDataType:1,StringVariable:1,ClassDefinition:1,java.lang.System.out.print:1,FormalMethodParameter:2,StaticMethodSpecifier:2,StringDataType:3,StringLiteral:2,MethodDefinition:2,java.lang.String.charAt:1,VoidDataType:1,ReturnStatement:1,ObjectMethodInvocation:2,ConstructorCall:1,ActualMethodParameter:4,ObjectCreationStatement:1,"
3,049,049.LastCharacter,baseline,LastCharacter.java,"import java.util.Scanner;\npublic class LastCharacter {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
3,049,049.LastCharacter,solution,LastCharacter.java,"import java.util.Scanner;\npublic class LastCharacter {\n    public static char lastCharacter(String text) {\n        return text.charAt(text.length()-1);\n    }\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type your name "");\n        String name = reader.nextLine();\n        System.out.println(""Last character: "" + lastCharacter(name));\n    }\n}
","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:1,StringAddition:1,ImportStatement:1,CharDataType:1,StringVariable:1,ClassDefinition:1,java.lang.System.out.print:1,FormalMethodParameter:2,SubtractExpression:1,StaticMethodSpecifier:2,StringDataType:3,java.lang.String.length:1,StringLiteral:2,MethodDefinition:2,java.lang.String.charAt:1,VoidDataType:1,ReturnStatement:1,ObjectMethodInvocation:2,ConstructorCall:1,ActualMethodParameter:4,ObjectCreationStatement:1,"
3,050,050.SeparatingFirstCharacters,baseline,FirstCharacters.java,"import java.util.Scanner;\npublic class FirstCharacters {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
3,050,050.SeparatingFirstCharacters,solution,FirstCharacters.java,"import java.util.Scanner;\npublic class FirstCharacters {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type your name: "");\n        String name = reader.nextLine();\n        if (name.length() < 3) {\n            return;\n        }\n        int i = 0;\n        while (i < 3) {\n            System.out.println((i + 1) + "". character: "" + name.charAt(i));\n            i++;\n        }\n    }\n}
","StringAddition:1,ImportStatement:1,WhileStatement:1,ClassDefinition:1,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:3,IfStatement:1,LessExpression:2,MethodDefinition:1,java.lang.String.charAt:1,ConstructorCall:1,SimpleAssignmentExpression:3,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringVariable:1,java.lang.System.out.print:1,java.lang.String.length:1,StringLiteral:2,AddExpression:1,IntDataType:1,VoidDataType:1,ObjectMethodInvocation:2,ActualMethodParameter:3,ObjectCreationStatement:1,"
3,051,051.SeparatingCharacters,baseline,SeparatingCharacters.java,"import java.util.Scanner;\npublic class SeparatingCharacters {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
3,051,051.SeparatingCharacters,solution,SeparatingCharacters.java,"import java.util.Scanner;\npublic class SeparatingCharacters {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type your name: "");\n        String name = reader.nextLine();\n        int i = 0;\n        while (i < name.length()) {\n            System.out.println((i + 1) + "". character: "" + name.charAt(i));\n            i++;\n        }\n    }\n}
","StringAddition:1,ImportStatement:1,WhileStatement:1,ClassDefinition:1,FormalMethodParameter:1,StaticMethodSpecifier:1,StringDataType:3,LessExpression:1,MethodDefinition:1,java.lang.String.charAt:1,ConstructorCall:1,SimpleAssignmentExpression:3,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringVariable:1,java.lang.System.out.print:1,java.lang.String.length:1,StringLiteral:2,AddExpression:1,IntDataType:1,VoidDataType:1,ObjectMethodInvocation:2,ActualMethodParameter:3,ObjectCreationStatement:1,"
3,052,052.ReversingName,baseline,ReversingName.java,"import java.util.Scanner;\npublic class ReversingName {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
3,052,052.ReversingName,solution,ReversingName.java,"import java.util.Scanner;\npublic class ReversingName {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        System.out.print(""Type your name: "");\n        String name = reader.nextLine();\n        System.out.print(""In reverse order: "");\n        int i = name.length() - 1;\n        while (i >= 0) {\n            System.out.print(name.charAt(i));\n            i--;\n        }\n        System.out.println("""");\n    }\n}
","GreaterEqualExpression:1,ImportStatement:1,WhileStatement:1,ClassDefinition:1,FormalMethodParameter:1,SubtractExpression:1,StaticMethodSpecifier:1,StringDataType:4,MethodDefinition:1,java.lang.String.charAt:1,PostDecrementExpression:1,ConstructorCall:1,SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringVariable:1,java.lang.System.out.print:3,java.lang.String.length:1,StringLiteral:3,IntDataType:1,VoidDataType:1,ObjectMethodInvocation:2,ActualMethodParameter:5,ObjectCreationStatement:1,"
3,053,053.FirstPart,baseline,FirstPart.java,"import java.util.Scanner;\npublic class FirstPart {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n    }\n}
",
