Week,Topic,Subtopic,,ContentType,Content,concepts
2,More loops,Assignment operations,4,code_sample,"int length = 0;\nlength = length + 100;\nlength += 100;\n\n// the variable length now holds the value 200","SimpleAssignmentExpression:2,AddAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,AddExpression:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,"
2,More loops,Assignment operations,4,code_sample,"int length = 100;\n\nlength *= 10;   // same as length = length * 10;\nlength /= 100;  // same as length = length / 100;\nlength %= 3;    // same as length = length % 3;\n\n// the variable length now holds the value 1","SimpleAssignmentExpression:1,PublicClassSpecifier:1,MultiplyAssignmentExpression:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,DivideAssignmentExpression:1,"
2,More loops,Assignment operations,4,code_sample,"int result = 0;\n\nint i = 0;\nwhile (i < 4) {\n   result = result + 3;\n   i++;  // means the same as i = i + 1;\n}","SimpleAssignmentExpression:3,PublicClassSpecifier:1,LessExpression:1,PostIncrementExpression:1,PublicMethodSpecifier:1,AddExpression:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,WhileStatement:1,ClassDefinition:1,"
2,More loops,Assignment operations,4,code_sample,"int result = 0;\n\nint i = 0;\nwhile (i < 4) {\n   result += 3;  // this is the same as result = result + 3;\n   i++;          // means the same as i = i+1;\n}","SimpleAssignmentExpression:2,AddAssignmentExpression:1,PublicClassSpecifier:1,LessExpression:1,PostIncrementExpression:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,WhileStatement:1,ClassDefinition:1,"
2,More loops,Assignment operations,4,problem_32,"The sum of a set of numbers",
2,More loops,Assignment operations,4,problem_33,"The sum between two numbers",
2,More loops,Assignment operations,4,problem_34,"Factorial",
2,More loops,Assignment operations,4,problem_35,"Sum of the powers",
2,More loops,Infinite loops,4,code_sample,"int i = 0;\n\nwhile (i < 10) {\n    System.out.println(""Never again shall I program an eternal loop!"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,WhileStatement:1,ClassDefinition:1,LessExpression:1,StringDataType:1,StringLiteral:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ActualMethodParameter:1,"
2,More loops,Ending a while loop,4,code_sample,"int i = 1;\nwhile (i < 10) {\n    // Some code.\n    i++;\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,LessExpression:1,PostIncrementExpression:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,WhileStatement:1,ClassDefinition:1,"
2,More loops,Ending a while loop,4,code_sample,"System.out.println(""Type your age: "");\n\nint age = Integer.parseInt(reader.nextLine());\n\nwhile (age < 5 || age > 85) {  // age less than 5 OR greater than 85\n    System.out.println(""You are lying!"");\n    if (age < 5) {\n        System.out.println(""You are so young that you cannot know how to write!"");\n    } else if (age > 85) {\n        System.out.println(""You are so old that you cannot know how to use a computer!"");\n    }\n\n    System.out.println(""Type your age again: "");\n    age = Integer.parseInt(reader.nextLine();\n}\n\nSystem.out.println(""Your age is "" + age);","SimpleAssignmentExpression:2,PublicClassSpecifier:1,IfElseIfStatement:1,PublicMethodSpecifier:1,java.lang.System.out.println:6,StringAddition:1,WhileStatement:1,ClassDefinition:1,OrExpression:1,java.lang.Integer.parseInt:2,StringDataType:6,LessExpression:2,IfStatement:1,StringLiteral:6,MethodDefinition:1,IntDataType:1,VoidDataType:1,GreaterExpression:2,ObjectMethodInvocation:2,ActualMethodParameter:8,"
2,More loops,Ending a while loop,4,code_sample,"System.out.println(""Type your age "");\nint age;\nwhile (true) {\n    age = Integer.parseInt(reader.nextLine());\n\n    if (age >= 5 && age <= 85) {  // age between 5 AND 85\n        break;  // end the loop\n    }\n\n    System.out.println(""You are lying!"");\n    if (age < 5) {\n        System.out.println(""You are so young that you cannot know how to write!"");\n    } else {  // that means age is over 85\n        System.out.println(""You are so old that you cannot know how to use a computer!"");\n    }\n\n    System.out.println(""Type your age again: "");\n}\n\nSystem.out.println(""Your age is "" + age);","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:6,GreaterEqualExpression:1,IfElseStatement:1,StringAddition:1,True:1,WhileStatement:1,ClassDefinition:1,java.lang.Integer.parseInt:1,LessEqualExpression:1,StringDataType:6,IfStatement:1,LessExpression:1,AndExpression:1,StringLiteral:6,MethodDefinition:1,IntDataType:1,VoidDataType:1,SimpleVariable:1,ObjectMethodInvocation:1,ActualMethodParameter:7,"
2,More loops,Ending a while loop,4,problem_36,"Loops, ending and remembering",
2,Self-written methods,-,5,code_sample,"import java.util.Scanner;\n\npublic class ProgramBody {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // program code\n    }\n\n    // self-written methods\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,StaticMethodSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ImportStatement:1,ClassDefinition:1,ConstructorCall:1,ActualMethodParameter:1,FormalMethodParameter:1,ObjectCreationStatement:1,"
2,Self-written methods,-,5,code_sample,"public static void greet() {\n    System.out.println(""Greetings from the world of methods!"");\n}","PublicClassSpecifier:1,StringDataType:1,StringLiteral:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,VoidDataType:1,ClassDefinition:1,ActualMethodParameter:1,"
2,Self-written methods,-,5,code_sample,"import java.util.Scanner;\n\npublic class ProgramBody {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n        // program code\n    }\n\n    // self-written methods\n    public static void greet() {\n        System.out.println(""Greetings from the world of methods!"");\n    }\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:1,ImportStatement:1,ClassDefinition:1,FormalMethodParameter:1,StaticMethodSpecifier:2,StringDataType:1,StringLiteral:1,MethodDefinition:2,VoidDataType:2,ConstructorCall:1,ActualMethodParameter:2,ObjectCreationStatement:1,"
2,Self-written methods,-,5,code_sample,"import java.util.Scanner;\n\npublic class ProgramBody {\n    public static void main(String[] args) {\n        Scanner reader = new Scanner(System.in);\n\n        // program code\n        System.out.println(""Let us try if we can get to the method world:"");\n        greet();\n\n        System.out.println(""It seems like we can, let us try again:"");\n        greet();\n        greet();\n        greet();\n    }\n\n    // self-written methods\n    public static void greet() {\n        System.out.println(""Greetings from the world of methods!"");\n    }\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:2,java.lang.System.out.println:3,ImportStatement:1,ClassDefinition:1,FormalMethodParameter:1,StaticMethodSpecifier:2,StringDataType:3,StringLiteral:3,MethodDefinition:2,VoidDataType:2,ConstructorCall:1,ActualMethodParameter:4,ObjectCreationStatement:1,"
2,Self-written methods,-,5,problem_37,"Printing out text",
2,Self-written methods,-,5,problem_38,"Many prints",
2,Self-written methods,Method parameters,5,code_sample,"public static void greet(String name) {\n    System.out.println(""Hi "" + name + "", greetings from the world of methods!"");\n}","PublicClassSpecifier:1,StringDataType:2,StringLiteral:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,VoidDataType:1,StringAddition:1,StringVariable:1,ClassDefinition:1,SimpleVariable:1,ActualMethodParameter:1,"
2,Self-written methods,Method parameters,5,code_sample,"public static void main(String[] args) {\n    greet(""Matt"");\n    greet(""Arthur"");\n}","PublicClassSpecifier:1,StringDataType:2,StringLiteral:2,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ClassDefinition:1,SimpleVariable:1,ArrayDataType:1,ActualMethodParameter:2,"
2,Self-written methods,Method parameters,5,code_sample,"public static void main(String[] args) {\n    String name1 = ""Anne"";\n    String name2 = ""Green"";\n    greet( name1 + "" "" + name2 );\n\n    int age = 24;\n    greet(""John "" + age + "" years"");\n}","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,StringAddition:2,StringVariable:2,ClassDefinition:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,IntDataType:1,VoidDataType:1,StringInitializationStatement:2,SimpleVariable:1,ArrayDataType:1,ActualMethodParameter:2,"
2,Self-written methods,Many parameters,5,code_sample,"public static void greet(String name, String greetingsFrom) {\n    System.out.println(""Hi "" + name + "", greetings from "" + greetingsFrom);\n}","PublicClassSpecifier:1,StringDataType:2,StringLiteral:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,VoidDataType:1,StringAddition:1,StringVariable:1,ClassDefinition:1,SimpleVariable:1,ActualMethodParameter:1,"
2,Self-written methods,Many parameters,5,code_sample,"String who = ""Matt"";\nString greetings = ""Alabama"";\n\ngreet(who, greetings);\ngreet(who, greetings + "" from Nevada"");","SimpleAssignmentExpression:2,PublicClassSpecifier:1,StringDataType:3,StringLiteral:3,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:2,StringAddition:1,StringVariable:2,ClassDefinition:1,ActualMethodParameter:2,"
2,Self-written methods,Method calling another method,5,code_sample,"public static void greet(String name) {\n    System.out.println(""Hi "" + name + "", greetings from the world of methods!"");\n}\n\npublic static void greetManyTimes(String name, int times) {\n    int i = 0;\n    while ( i < times ) {\n        greet(name);\n        i++;\n    }\n\n}\n\npublic static void main(String[] args) {\n    greetManyTimes(""Anthony"", 3);\n    System.out.println(""and"");\n    greetManyTimes(""Martin"", 2);\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,StringAddition:1,StringVariable:2,WhileStatement:1,ClassDefinition:1,StringDataType:6,LessExpression:1,StringLiteral:4,MethodDefinition:1,IntDataType:2,VoidDataType:3,SimpleVariable:3,ArrayDataType:1,ActualMethodParameter:5,"
2,Self-written methods,Method calling another method,5,problem_39,"Printing",
2,Self-written methods,Method calling another method,5,problem_40,"Printing Like A Boss",
2,Self-written methods,Method calling another method,5,problem_41,"Guessing a number game",
2,Self-written methods,Method calling another method,5,problem_42,"A text-based user interface for the Hangman game",
3,More about methods,Methods and visibility of variables,5,code_sample,"// main program\npublic static void main(String[] args) {\n    int number = 1;\n    addThree();\n}\n\n// method\npublic static void addThree() {\n    number = number + 3;\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,AddExpression:1,MethodDefinition:1,IntDataType:1,VoidDataType:2,ClassDefinition:1,SimpleVariable:1,ArrayDataType:1,"
3,More about methods,Methods and visibility of variables,5,code_sample,"// main program\npublic static void main(String[] args) {\n    int number = 1;\n    System.out.println(""Main program variable number holds the value: "" + number);\n    addThree(number);\n    System.out.println(""Main program variable number holds the value: "" + number);\n}\n\n// method\npublic static void addThree(int number) {\n    System.out.println(""Method parameter number holds the value: "" + number);\n    number = number + 3;\n    System.out.println(""Method parameter number holds the value: "" + number);\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:4,StringAddition:4,ClassDefinition:1,StringDataType:4,StringLiteral:4,AddExpression:1,MethodDefinition:1,IntDataType:2,VoidDataType:3,SimpleVariable:2,ArrayDataType:1,ActualMethodParameter:5,"
3,More about methods,Return values,5,code_sample,"public static int alwaysReturnTen() {\n    return 10;\n}","PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ReturnStatement:1,ClassDefinition:1,"
3,More about methods,Return values,5,code_sample,"public static void main(String[] args) {\n    int number = alwaysReturnTen();\n\n    System.out.println( ""method returned the number "" + number );\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,ClassDefinition:1,StringDataType:1,StringLiteral:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,SimpleVariable:1,ArrayDataType:1,ActualMethodParameter:1,"
3,More about methods,Return values,5,code_sample,"double number = 4 * alwaysReturnTen() + (alwaysReturnTen() / 2) - 8;\n\nSystem.out.println( ""calculation total "" + number );","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MultiplyExpression:1,StringAddition:1,ClassDefinition:1,SubtractExpression:1,StringDataType:1,DivideExpression:1,StringLiteral:1,AddExpression:1,MethodDefinition:1,VoidDataType:1,DoubleDataType:1,ActualMethodParameter:1,"
3,More about methods,Return values,5,code_sample,"public static void methodThatReturnsNothing() {\n  // method body\n}\n\npublic static int methodThatReturnsInteger() {\n  // method body, needs a return statement\n}\n\npublic static String methodThatReturnsText() {\n  // method body, needs a return statement\n}\n\npublic static double methodThatReturnsFloatingpoint() {\n  // method body, needs a return statement\n}","PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ClassDefinition:1,"
3,More about methods,Return values,5,code_sample,"public static String wrongMethod() {\n    System.out.println(""I tell you that I will return a String but I do not!"");\n}","PublicClassSpecifier:1,StringDataType:1,StringLiteral:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MethodDefinition:1,VoidDataType:1,ClassDefinition:1,ActualMethodParameter:1,"
3,More about methods,Return values,5,code_sample,"public static int sum(int first, int second) {\n    return first + second;\n}","PublicClassSpecifier:1,PublicMethodSpecifier:1,AddExpression:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ReturnStatement:1,ClassDefinition:1,SimpleVariable:1,"
3,More about methods,Return values,5,code_sample,"int sumNumbers = sum(2, 7);\n// sumNumbers now holds the value 9","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:1,VoidDataType:1,ClassDefinition:1,ActualMethodParameter:1,"
3,More about methods,Return values,5,code_sample,"public static void main(String[] args) {\n    Scanner reader = new Scanner(System.in);\n\n    System.out.print(""Type the first number: "");\n    int first = Integer.parseInt( reader.nextLine() );\n\n    System.out.print(""Type the second number: "");\n    int second = Integer.parseInt( reader.nextLine() );\n\n    System.out.print(""Total: "" + sum(first,second) );\n}\n\npublic static int sum(int first, int second) {\n    return first + second;\n}","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,StringAddition:1,ClassDefinition:1,java.lang.Integer.parseInt:2,java.lang.System.out.print:3,StringDataType:3,StringLiteral:3,AddExpression:1,MethodDefinition:1,IntDataType:3,VoidDataType:1,ReturnStatement:1,SimpleVariable:2,ArrayDataType:1,ConstructorCall:1,ObjectMethodInvocation:2,ActualMethodParameter:6,ObjectCreationStatement:1,"
3,More about methods,Return values,5,code_sample,"int first = 3;\nint second = 2;\n\nsum(sum(1, 2), sum(first, second));\n// 1) the inner methods are executed:\n//    sum(1, 2) = 3   and sum(first, second) = 5\n// 2) the outer method is executed:\n//    sum(3, 5) = 8","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,ClassDefinition:1,ActualMethodParameter:1,"
3,More about methods,The method's own variables,5,code_sample,"public static double average(int number1, int number2, int number3) {\n\n    int sum = number1 + number2 + number3;\n    double average = sum / 3.0;\n\n    return average;\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,DivideExpression:1,PublicMethodSpecifier:1,AddExpression:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,ReturnStatement:1,DoubleDataType:2,ClassDefinition:1,SimpleVariable:1,"
3,More about methods,The method's own variables,5,problem_43,"Sum of numbers",
3,More about methods,The method's own variables,5,problem_44,"Least",
3,More about methods,The method's own variables,5,problem_45,"Greatest",
3,More about methods,The method's own variables,5,problem_46,"Average of given numbers",
3,Strings of characters,-,6,code_sample,"String animal = ""Dog"";\n\nif( animal.equals(""Dog"") ) {\n    System.out.println(animal + "" says bow-wow"");\n} else if ( animal.equals(""Cat"") ) {\n    System.out.println(cat + "" says meow meow"");\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,IfElseIfStatement:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,StringAddition:2,StringVariable:1,ClassDefinition:1,StringDataType:5,IfStatement:1,StringLiteral:5,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:1,ObjectMethodInvocation:2,ActualMethodParameter:4,java.lang.String.equals:2,"
3,Strings of characters,-,6,code_sample,"String banana = ""banana"";\nString cucumber = ""cucumber"";\nString together = banana + cucumber;\n\nSystem.out.println(""The length of banana is "" + banana.length());\nSystem.out.println(""The length of  cucumber is "" + cucumber.length());\nSystem.out.println(""The word "" + together + "" length is "" + together.length());","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:3,StringAddition:3,StringVariable:3,ClassDefinition:1,StringDataType:6,java.lang.String.length:3,StringLiteral:5,AddExpression:1,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:2,ActualMethodParameter:3,"
3,Strings of characters,-,6,code_sample,"String word = ""Supercalifragilisticexpialidocious"";\n\nchar character = word.charAt(3);\nSystem.out.println(""The 4th character of the word is "" + character); //prints ""e""","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,StringVariable:1,CharDataType:1,ClassDefinition:1,StringDataType:2,StringLiteral:2,MethodDefinition:1,VoidDataType:1,java.lang.String.charAt:1,StringInitializationStatement:1,ObjectMethodInvocation:1,ActualMethodParameter:2,"
3,Strings of characters,-,6,code_sample,"char character = word.charAt(word.length());","SimpleAssignmentExpression:1,PublicClassSpecifier:1,java.lang.String.length:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,java.lang.String.charAt:1,CharDataType:1,ClassDefinition:1,ObjectMethodInvocation:1,ActualMethodParameter:1,"
3,Strings of characters,-,6,problem_47,"The length of a name",
3,Strings of characters,-,6,problem_48,"First character",
3,Strings of characters,-,6,problem_49,"Last character",
3,Strings of characters,-,6,problem_50,"Separating first characters",
3,Strings of characters,-,6,problem_51,"Separating characters",
3,Strings of characters,-,6,problem_52,"Reversing a name",
3,Strings of characters,Other methods for strings,6,code_sample,"String word = ""Supercalifragilisticexpialidocious"";\nSystem.out.println(word.substring(14)); //prints ""listicexpialidocious""\nSystem.out.println(word.substring(9,20)); //prints ""fragilistic""","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,StringVariable:1,ClassDefinition:1,StringDataType:1,StringLiteral:1,MethodDefinition:1,java.lang.String.substring:2,VoidDataType:1,StringInitializationStatement:1,ObjectMethodInvocation:2,ActualMethodParameter:2,"
3,Strings of characters,Other methods for strings,6,code_sample,"String book = ""Mary Poppins"";\nString endpart = book.substring(5);\nSystem.out.println(""Harry "" + endpart); // prints ""Harry Poppins""","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,StringAddition:1,StringVariable:2,ClassDefinition:1,StringDataType:3,StringLiteral:2,MethodDefinition:1,java.lang.String.substring:1,VoidDataType:1,StringInitializationStatement:1,ObjectMethodInvocation:1,ActualMethodParameter:2,"
3,Strings of characters,Other methods for strings,6,code_sample,"String word = ""aesthetically"";\n\nint index = word.indexOf(""tic""); // index value will be 6\nSystem.out.println(word.substring(index)); //prints ""tically""\n\nindex = word.indexOf(""ally""); //index value will be 9\nSystem.out.println(word.substring(index)); //prints ""ally""\n\nindex = word.indexOf(""book""); // string ""aesthetically"" does not include ""book""\nSystem.out.println(index); //prints -1\nSystem.out.println(word.substring(index)); //error!","SimpleAssignmentExpression:4,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:4,StringVariable:1,ClassDefinition:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,IntDataType:1,java.lang.String.substring:3,VoidDataType:1,StringInitializationStatement:1,ObjectMethodInvocation:6,ActualMethodParameter:7,"
3,Strings of characters,Other methods for strings,6,problem_53,"First part",
3,Strings of characters,Other methods for strings,6,problem_54,"The end part",
3,Strings of characters,Other methods for strings,6,problem_55,"A word inside a word",
3,Strings of characters,Other methods for strings,6,problem_56,"Reversing text",
3,Object,-,6,code_sample,"int x = 1;\nint y = 2;\n\ny = 3*x;\n\nSystem.out.println( ""value of y now: "" + y );","SimpleAssignmentExpression:3,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,MultiplyExpression:1,StringAddition:1,ClassDefinition:1,StringDataType:1,StringLiteral:1,MethodDefinition:1,IntDataType:2,VoidDataType:1,ActualMethodParameter:1,"
3,Object,-,6,code_sample,"String word1 = ""Programming"";\nString word2 = ""Java"";\n\nSystem.out.println( ""String ""+ word1 +"" length: "" + word1.length() );\n\nSystem.out.println( ""String ""+ word2 +"" length: "" + word2.length() );","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:2,StringAddition:2,StringVariable:2,ClassDefinition:1,StringDataType:4,java.lang.String.length:2,StringLiteral:4,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:2,ActualMethodParameter:2,"
3,Object,-,6,code_sample,"word1.length()    // String object's name is word1 and its method length() is called\nword2.length()    // String object's name is word2 and its method length() is called","PublicClassSpecifier:1,java.lang.String.length:2,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ClassDefinition:1,"
3,Object,-,6,code_sample,"Scanner reader = new Scanner(System.in);","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,ClassDefinition:1,ConstructorCall:1,ActualMethodParameter:1,ObjectCreationStatement:1,"
3,Object,-,6,code_sample,"String banana = new String(""Banana"");\nString carrot = ""carrot"";","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PublicMethodSpecifier:1,StringVariable:2,StringCreationStatement:1,ClassDefinition:1,StringDataType:2,StringConstructorCall:1,StringLiteral:2,MethodDefinition:1,VoidDataType:1,StringInitializationStatement:1,ActualMethodParameter:1,"
3,"ArrayList or an ""object container""",-,7,code_sample,"String word1;\nString word2;\nString word3;\n// ...\nString word10;","PublicClassSpecifier:1,StringDataType:4,PublicMethodSpecifier:1,MethodDefinition:1,VoidDataType:1,StringVariable:4,ClassDefinition:1,SimpleVariable:4,"
3,"ArrayList or an ""object container""",-,7,code_sample,"import java.util.ArrayList;\n\npublic class ListProgram {\n\n    public static void main(String[] args) {\n        ArrayList<String> wordList = new ArrayList<String>();\n\n        wordList.add(""First"");\n        wordList.add(""Second"");\n    }\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,ImportStatement:1,ClassDefinition:1,java.util.ArrayList:2,FormalMethodParameter:1,GenericObjectCreationStatement:1,StaticMethodSpecifier:1,StringDataType:3,StringLiteral:2,MethodDefinition:1,VoidDataType:1,ObjectMethodInvocation:2,ActualMethodParameter:2,"
3,"ArrayList or an ""object container""",Methods of ArrayLists,7,code_sample,"public static void main(String[] args) {\n    ArrayList<String> teachers = new ArrayList<String>();\n\n    teachers.add(""Anthony"");\n    teachers.add(""Barto"");\n    teachers.add(""Paul"");\n    teachers.add(""John"");\n    teachers.add(""Martin"");\n    teachers.add(""Matt"");\n\n    System.out.println(""the number of teachers "" + teachers.size() );\n\n    System.out.println(""first teacher on the list "" + teachers.get(0));\n    System.out.println(""third teacher on the list "" + teachers.get(2));\n\n    teachers.remove(""Barto"");\n\n    if (teachers.contains(""Barto"")) {\n        System.out.println(""Barto is on the teachers list"");\n    } else {\n        System.out.println(""Barto is not on the teachers list"");\n    }\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:5,StringAddition:3,IfElseStatement:1,ClassDefinition:1,java.util.ArrayList:1,ArrayInitializationStatement:1,LessExpression:1,StringDataType:13,StringLiteral:13,MethodDefinition:1,ArrayVariable:1,VoidDataType:1,GreaterExpression:1,SimpleVariable:1,ArrayDataType:1,ObjectMethodInvocation:11,ActualMethodParameter:13,ArrayInitializer:1,"
3,"ArrayList or an ""object container""",Going through an ArrayList,7,code_sample,"public static void main(String[] args) {\n    ArrayList<String> teachers = new ArrayList<String>();\n\n    teachers.add(""Anthony"");\n    teachers.add(""Paul"");\n    teachers.add(""John"");\n    teachers.add(""Martin"");\n\n    System.out.println( teachers.get(0) );\n    System.out.println( teachers.get(1) );\n    System.out.println( teachers.get(2) );\n    System.out.println( teachers.get(3) );\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:4,ClassDefinition:1,java.util.ArrayList:1,ArrayInitializationStatement:1,LessExpression:1,StringDataType:4,StringLiteral:4,MethodDefinition:1,ArrayVariable:1,VoidDataType:1,GreaterExpression:1,SimpleVariable:1,ArrayDataType:1,ObjectMethodInvocation:8,ActualMethodParameter:8,ArrayInitializer:1,"
3,"ArrayList or an ""object container""",Going through an ArrayList,7,code_sample,"public static void main(String[] args) {\n    ArrayList<String> teachers = new ArrayList<String>();\n\n    teachers.add(""Anthony"");\n    teachers.add(""Paul"");\n    teachers.add(""John"");\n    teachers.add(""Martin"");\n    teachers.add(""Matt"");\n\n    int place = 0;\n    System.out.println( teachers.get(place) );\n    place++;\n    System.out.println( teachers.get(place) );  // place = 1\n    place++;\n    System.out.println( teachers.get(place) );  // place = 2\n    place++;\n    System.out.println( teachers.get(place) );  // place = 3\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PostIncrementExpression:3,PublicMethodSpecifier:1,java.lang.System.out.println:4,ClassDefinition:1,java.util.ArrayList:1,ArrayInitializationStatement:1,LessExpression:1,StringDataType:5,StringLiteral:5,MethodDefinition:1,ArrayVariable:1,IntDataType:1,VoidDataType:1,GreaterExpression:1,SimpleVariable:1,ArrayDataType:1,ObjectMethodInvocation:9,ActualMethodParameter:9,ArrayInitializer:1,"
3,"ArrayList or an ""object container""",Going through an ArrayList,7,code_sample,"public static void main(String[] args) {\n    ArrayList<String> teachers = new ArrayList<String>();\n\n    teachers.add(""Anthony"");\n    teachers.add(""Paul"");\n    teachers.add(""John"");\n    teachers.add(""Martin"");\n    teachers.add(""Matt"");\n\n    int place = 0;\n    while ( place < teachers.size() )  // remember why place <= teachers.size() doesn't work?\n        System.out.println( teachers.get(place) );\n        place++;\n    }\n}","SimpleAssignmentExpression:2,PublicClassSpecifier:1,PostIncrementExpression:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,WhileStatement:1,ClassDefinition:1,FormalMethodParameter:1,java.util.ArrayList:1,GenericObjectCreationStatement:1,StaticMethodSpecifier:1,StringDataType:6,LessExpression:1,StringLiteral:5,MethodDefinition:1,IntDataType:1,VoidDataType:1,ObjectMethodInvocation:7,ActualMethodParameter:6,"
3,"ArrayList or an ""object container""",for-each,7,code_sample,"public static void main(String[] args) {\n    ArrayList<String> teachers = new ArrayList<String>();\n\n    teachers.add(""Anthony"");\n    teachers.add(""Paul"");\n    teachers.add(""John"");\n    teachers.add(""Martin"");\n    teachers.add(""Matt"");\n\n    for (String teacher : teachers) {\n        System.out.println( teacher );\n    }\n}","SimpleAssignmentExpression:1,PublicClassSpecifier:1,PublicMethodSpecifier:1,java.lang.System.out.println:1,ClassDefinition:1,java.util.ArrayList:1,ArrayInitializationStatement:1,LessExpression:1,StringDataType:5,StringLiteral:5,MethodDefinition:1,ArrayVariable:1,VoidDataType:1,GreaterExpression:1,SimpleVariable:1,ArrayDataType:1,ObjectMethodInvocation:5,ActualMethodParameter:6,ArrayInitializer:1,ForEachStatement:1,"
3,"ArrayList or an ""object container""",for-each,7,problem_57,"Words",
3,"ArrayList or an ""object container""",for-each,7,problem_58,"Recurring word",
