content_name,Concepts
ifelse2_v2_version_1,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448"
imple_multi,"InterfaceDefinition:1.681567028199806,InstanceFieldInitializationStatement:1.5949582790394932,AbstractMethodDefinition:1.681567028199806,PublicClassSpecifier:0.05897785995933788,MethodDefinition:0.03833177780702022,PublicInterfaceSpecifier:3.046548378174515,DoubleDataType:0.7993405494535817,VoidDataType:0.060979615405928396,ImplementsSpecification:0.9072459467631013,PublicMethodSpecifier:0.04823528747371086,ClassDefinition:0.0,InstanceField:0.843713109192127,SimpleAssignmentExpression:0.09187991494111997,IntDataType:0.2996534668351779,MethodImplementation:0.9072459467631013"
import_pkg_v2,"MethodDefinition:0.022639365465170848,ClassDefinition:0.0,PublicMethodSpecifier:0.028488537811437533,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137"
increment,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,java.lang.System.out.println:0.5747897750815821,PreIncrementExpression:1.6532125137753437,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleVariable:0.5392691614685069,ActualMethodParameter:0.30470510603130574,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SimpleAssignmentExpression:0.09187991494111997,PostIncrementExpression:0.7907403776916642"
inheritance_polymorphism_2_version_1,"PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,PublicMethodSpecifier:0.0743390706349775,ActualMethodParameter:0.2604508319364623,ExtendsSpecification:1.0552527788231918,ArrayCreationStatement:1.3222192947339193,SimpleAssignmentExpression:0.14160312593692462,ConstructorCall:0.9183794180941623,LessExpression:0.7907403776916642,ObjectMethodInvocation:0.3136191229720017,PublicClassSpecifier:0.14073853465188657,VoidDataType:0.06668184902855141,StringLiteral:0.3354716950977236,FormalMethodParameter:0.1298756090994712,ArrayVariable:0.979796613911713,ArrayElement:2.436858266006567,IntDataType:0.2996534668351779,ArrayLength:1.1972805581256194,MethodDefinition:0.059076018558268086,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,StaticMethodSpecifier:0.19995951727092548,ArrayDataType:1.1558878729673943,ObjectCreationStatement:0.9183794180941623,ForStatement:0.8170693164140133"
inner_v2,"MethodDefinition:0.03833177780702022,VoidDataType:0.04326685993915826,StringLiteral:0.1598540601849957,ObjectCreationStatement:0.43761271343598884,ClassDefinition:0.0,ClassField:1.8962505624616381,SimpleAssignmentExpression:0.09187991494111997,PublicMethodSpecifier:0.04823528747371086,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,ConstructorCall:0.43761271343598884,PublicClassSpecifier:0.05897785995933788,InstanceFieldInitializationStatement:0.9420080530223133,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796,ObjectMethodInvocation:0.3136191229720017,StaticFieldSpecifier:1.8962505624616381,IntDataType:0.2996534668351779"
io1_v2,"OnDemandImport:0.9931605754696945,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.11388278632306903,ActualMethodParameter:0.28480571645027714,StringDataType:0.3271482058637069,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,ThrowsSpecification:1.595220566797657,ObjectCreationStatement:0.7409427319313319,java.lang.System.out.println:0.40946967977750703,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,VoidDataType:0.025554104472388137,ConstructorCall:0.7409427319313319,StringLiteral:0.2706564513032853,ObjectMethodInvocation:0.3136191229720017"
IS17_abstract1,"AbstractClassSpecifier:2.4983105537896004,IntDataType:0.6288564478423063,PublicMethodSpecifier:0.05978639553726891,ActualMethodParameter:0.2604508319364623,ExtendsSpecification:0.6232492903979004,ObjectCreationStatement:0.7409427319313319,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.11388278632306903,VoidDataType:0.060979615405928396,StringLiteral:0.2706564513032853,FormalMethodParameter:0.1298756090994712,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,InstanceFieldInitializationStatement:0.9420080530223133,MethodDefinition:0.04751125057285596,java.lang.System.out.println:0.40946967977750703,StringDataType:0.26394111259823055,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017"
IS17_ArrayList1,"StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813,PostDecrementExpression:1.4191293077419758,ImportStatement:0.6349876936691446,ForEachStatement:1.100370545117563,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647,OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137,ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,ClassDefinition:0.0,WhileStatement:1.2678616324113265,InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623,IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,java.util.ArrayList:1.6156730144276399,ConstantInvocation:2.1131952515625945,StringVariable:1.0955546166902552,GreaterExpression:1.2430380486862944,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425"
IS17_ArrayList1_1,"OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137,ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,WhileStatement:1.2678616324113265,ClassDefinition:0.0,InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623,IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,ConstantInvocation:2.1131952515625945,java.util.ArrayList:1.6156730144276399,GreaterExpression:1.2430380486862944,StringVariable:1.0955546166902552,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813,PostDecrementExpression:1.4191293077419758,ForEachStatement:1.100370545117563,ImportStatement:0.6349876936691446,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647"
IS17_ArrayList1_2,"PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813,PostDecrementExpression:1.4191293077419758,ImportStatement:0.6349876936691446,ForEachStatement:1.100370545117563,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647,OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137,ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,ClassDefinition:0.0,WhileStatement:1.2678616324113265,InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623,IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,java.util.ArrayList:1.6156730144276399,ConstantInvocation:2.1131952515625945,StringVariable:1.0955546166902552,GreaterExpression:1.2430380486862944,SimpleVariable:0.9130620603033284"
IS17_ArrayList1_3,"InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623,IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,java.util.ArrayList:1.6156730144276399,ConstantInvocation:2.1131952515625945,StringVariable:1.0955546166902552,GreaterExpression:1.2430380486862944,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813,PostDecrementExpression:1.4191293077419758,ImportStatement:0.6349876936691446,ForEachStatement:1.100370545117563,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647,OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137,ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,ClassDefinition:0.0,WhileStatement:1.2678616324113265"
IS17_ArrayList1_4,"PostDecrementExpression:1.4191293077419758,ImportStatement:0.6349876936691446,ForEachStatement:1.100370545117563,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647,OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137,ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,ClassDefinition:0.0,WhileStatement:1.2678616324113265,InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623,IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,java.util.ArrayList:1.6156730144276399,ConstantInvocation:2.1131952515625945,StringVariable:1.0955546166902552,GreaterExpression:1.2430380486862944,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813"
IS17_ArrayList1_5,"IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,ConstantInvocation:2.1131952515625945,java.util.ArrayList:1.6156730144276399,GreaterExpression:1.2430380486862944,StringVariable:1.0955546166902552,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813,PostDecrementExpression:1.4191293077419758,ForEachStatement:1.100370545117563,ImportStatement:0.6349876936691446,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647,OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137,ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,WhileStatement:1.2678616324113265,ClassDefinition:0.0,InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623"
IS17_ArrayList1_6,"ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,ClassDefinition:0.0,WhileStatement:1.2678616324113265,InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623,IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,java.util.ArrayList:1.6156730144276399,ConstantInvocation:2.1131952515625945,StringVariable:1.0955546166902552,GreaterExpression:1.2430380486862944,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813,PostDecrementExpression:1.4191293077419758,ImportStatement:0.6349876936691446,ForEachStatement:1.100370545117563,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647,OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137"
IS17_ArrayList1_7,"StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.9238937573010462,ConstructorCall:0.9183794180941623,SubtractExpression:1.1760912590556813,PostDecrementExpression:1.4191293077419758,ImportStatement:0.6349876936691446,ForEachStatement:1.100370545117563,StringDataType:0.4984085387600195,FormalMethodParameter:0.1298756090994712,SimpleAssignmentExpression:0.1514969433926647,OverridingToString:1.4569178686313755,StringLiteral:0.47091569826667773,VoidDataType:0.025554104472388137,ActualMethodParameter:0.3489593801261492,java.lang.System.out.println:0.46560062245835854,ForStatement:0.8170693164140133,java.lang.System.out.print:2.0562132143505245,ClassDefinition:0.0,WhileStatement:1.2678616324113265,InstanceField:0.843713109192127,ConstructorDefinition:0.640978057358332,MethodDefinition:0.03833177780702022,ReturnStatement:0.7659167939666319,PublicClassSpecifier:0.05897785995933788,GenericObjectCreationStatement:0.9931605754696945,ObjectCreationStatement:0.9183794180941623,IntDataType:0.2996534668351779,GreaterEqualExpression:1.3521825181113625,java.util.ArrayList:1.6156730144276399,ConstantInvocation:2.1131952515625945,StringVariable:1.0955546166902552,GreaterExpression:1.2430380486862944,SimpleVariable:0.9130620603033284,PublicConstructorSpecifier:0.7579478642953567,PublicMethodSpecifier:0.04823528747371086,StringAddition:1.1788035947048425"
IS17_ArrayList2,"StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,AddAssignmentExpression:1.3222192947339193,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462"
IS17_ArrayList2_1,"ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462,StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,AddAssignmentExpression:1.3222192947339193,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685"
IS17_ArrayList2_2,"ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462,StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,AddAssignmentExpression:1.3222192947339193,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997"
IS17_ArrayList2_3,"java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462,StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,AddAssignmentExpression:1.3222192947339193"
IS17_ArrayList2_4,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462,StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,java.util.ArrayList:1.6156730144276399,AddAssignmentExpression:1.3222192947339193,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703"
IS17_ArrayList2_5,"StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,AddAssignmentExpression:1.3222192947339193,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462"
IS17_ArrayList2_6,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462,StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,AddAssignmentExpression:1.3222192947339193,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703"
IS17_ArrayList2_7,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,GenericObjectCreationStatement:0.9931605754696945,java.lang.System.out.print:1.6589398743667982,IntDataType:0.6288564478423063,java.lang.System.out.println:0.40946967977750703,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,ObjectMethodInvocation:0.9238937573010462,StringLiteral:0.3814588424215749,ForEachStatement:1.8630892860370118,java.util.ArrayList:1.6156730144276399,AddAssignmentExpression:1.3222192947339193,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3604588977059742,StringDataType:0.37199435222906685,StringAddition:1.036691763631685,ImportStatement:0.6349876936691446"
IS17_ArrayList3,"ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997"
IS17_ArrayList3_1,"ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252"
IS17_ArrayList3_2,"ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315"
IS17_ArrayList3_3,"java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796"
IS17_ArrayList3_4,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943"
IS17_ArrayList3_5,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399"
IS17_ArrayList3_6,"StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945"
IS17_ArrayList3_7,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,GenericObjectCreationStatement:0.9931605754696945,StringCreationStatement:2.9782022044363785,java.lang.System.out.println:0.40946967977750703,StringAddition:0.49398918000695796,java.util.ArrayList:1.6156730144276399,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,StringDataType:0.43520144549454315,ObjectMethodInvocation:0.9238937573010462,StringConstructorCall:2.9782022044363785,StringVariable:0.6470522050705252,ImportStatement:0.6349876936691446,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.3215298001925654,StringLiteral:0.3814588424215749,ExplicitTypeCasting:1.1558878729673943"
