course_id,AssignmentId,content_name,Topic,Code,Concepts
345,53,jDowhile2,9,Loop Do-While 2,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,WhileStatement:0.770996319495907,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,GreaterEqualExpression:1.7004152452101997,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,DoStatement:1.1168386595762505,PostDecrementExpression:1.1361438147716372"
345,54,jDowhile3,9,Loop Do-While 3,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,DoStatement:1.1168386595762505,GreaterExpression:0.730378468587643,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.08763138849046424,WhileStatement:0.770996319495907,AddAssignmentExpression:0.7542906259930543,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.02831738727448223,SubtractExpression:0.44918271790863373"
345,55,jDowhile6,9,Problem 2,"VoidDataType:0.010219165181686028,DoStatement:1.1168386595762505,PostIncrementExpression:0.4532606303290731,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,WhileStatement:0.770996319495907,AddAssignmentExpression:0.7542906259930543,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,LessExpression:0.38165648258578694,SubtractExpression:0.44918271790863373,ClassDefinition:0.0,MethodDefinition:0.010219165181686028"
345,56,jDowhile1,9,Loop Do-While 1,"SimpleAssignmentExpression:0.047945504424613664,LessExpression:0.38165648258578694,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,DoStatement:1.1168386595762505,PostIncrementExpression:0.4532606303290731,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,WhileStatement:0.770996319495907,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086"
345,57,jFor1,10,Loop For 1,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,LessExpression:0.38165648258578694,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.047945504424613664,PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ForStatement:0.7625631519590442,AddAssignmentExpression:0.7542906259930543"
345,58,jFor2,10,Loop For 2,"PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ForStatement:0.7625631519590442,AddExpression:0.38866138415444546,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,LessExpression:0.38165648258578694,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.05942721691720237"
345,59,jFor3,10,Loop For 3,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.14837283835118278,LessExpression:0.38165648258578694,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.05942721691720237,PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ForStatement:0.7625631519590442,MultiplyExpression:0.770996319495907"
345,60,jNested1,11,Nested Loops 1,"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ForStatement:1.291131650738361,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.18390430875913744,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.0675736215747451"
345,61,jNested2,11,Problem 4,"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.05942721691720237,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ForStatement:1.291131650738361,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.18390430875913744"
345,62,jObjects2,12,Objects 2 (Rectangle),"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,SimpleAssignmentExpression:0.0675736215747451,StaticMethodSpecifier:0.047202731434856086,ActualMethodParameter:0.6823713880435349,MultiplyExpression:0.770996319495907,ImportStatement:1.2481175742155695,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:0.7542906259930543,DoubleDataType:1.4110786169854597,java.lang.System.out.print:0.8553172051959429,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ConstructorCall:0.7542906259930543,ObjectMethodInvocation:1.1384493433104061"
345,63,jObjects1,12,Objects 1 (Rectangle),"ObjectMethodInvocation:0.6723865216099562,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,SimpleAssignmentExpression:0.02831738727448223,ActualMethodParameter:0.6823713880435349,ImportStatement:1.2481175742155695,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:0.7542906259930543,java.lang.System.out.print:0.8553172051959429,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ConstructorCall:0.7542906259930543"
345,64,jObjects3,12,Objects 3 (Rectangle),"ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ConstructorCall:0.7542906259930543,java.lang.System.out.print:0.8553172051959429,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,SimpleAssignmentExpression:0.02831738727448223,ActualMethodParameter:0.8457817470481722,ImportStatement:1.2481175742155695,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:0.7542906259930543,ObjectMethodInvocation:1.1384493433104061"
345,65,jClassCashRegister,13,Class (Cash Register),"ObjectCreationStatement:0.7542906259930543,ActualMethodParameter:0.8457817470481722,PublicConstructorSpecifier:0.7461727357708748,MultiplyExpression:0.770996319495907,PublicFieldSpecifier:2.7593848049088066,ClassField:2.7593848049088066,InstanceField:1.1737516973270274,ClassDefinition:0.0,MethodDefinition:0.026666277058518033,VoidDataType:0.02438593624841009,ConstructorCall:0.7542906259930543,DoubleDataType:2.22061370299916,AddExpression:0.6580609267736252,SubtractExpression:0.44918271790863373,StaticFieldSpecifier:2.7593848049088066,ClassConstantInitializationStatement:2.7593848049088066,SimpleVariable:1.1047644701605974,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.026666277058518033,SimpleAssignmentExpression:0.105002293577833,ObjectMethodInvocation:1.604512165010856,ConstructorDefinition:0.7461727357708748,IntDataType:0.08763138849046424,ReturnStatement:0.7382038060995995,FinalFieldSpecifier:2.7593848049088066,PrivateFieldSpecifier:1.2498876929761575,FormalMethodParameter:0.1011880646"
345,66,jClassBankAccountThis,13,Class (Bank Account This),"FormalMethodParameter:0.10118806469201419,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:0.7542906259930543,ObjectMethodInvocation:1.1384493433104061,PublicConstructorSpecifier:1.2633802637811578,AddExpression:0.38866138415444546,PrivateFieldSpecifier:0.7382038060995995,ClassDefinition:0.0,MethodDefinition:0.026666277058518033,VoidDataType:0.02438593624841009,ConstructorCall:0.7542906259930543,DoubleDataType:1.8771414386859093,InstanceFieldInvocation:3.6768422290959446,SubtractExpression:0.44918271790863373,InstanceField:0.6932366605830763,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.026666277058518033,SimpleAssignmentExpression:0.08720173872487652,ActualMethodParameter:0.6823713880435349,ConstructorDefinition:1.2633802637811578,ThisReference:3.6768422290959446,ReturnStatement:0.7382038060995995,SimpleVariable:0.6524916928930169"
345,67,jClasses_Getter,13,Class 5 (Point),"ClassDefinition:0.0,MethodDefinition:0.02438593624841009,VoidDataType:0.01730255071504806,ConstructorCall:0.7542906259930543,IntDataType:0.24464575861985594,InstanceField:1.1737516973270274,PublicConstructorSpecifier:0.7461727357708748,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.02438593624841009,SimpleAssignmentExpression:0.08342047856662699,ObjectMethodInvocation:1.1384493433104061,AddExpression:0.38866138415444546,InstanceFieldInitializationStatement:2.58090485941742,ReturnStatement:1.2498876929761575,FormalMethodParameter:0.07179595662255077,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:0.7542906259930543,ActualMethodParameter:0.4030195342013126,PrivateFieldSpecifier:1.2498876929761575,ConstructorDefinition:0.7461727357708748"
345,68,jBa_ques,13,Class 3 (BankAccount),"PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.02438593624841009,SimpleAssignmentExpression:0.0905370465599225,ObjectMethodInvocation:1.1384493433104061,DoubleDataType:1.8771414386859093,PublicConstructorSpecifier:1.2633802637811578,PrivateFieldSpecifier:0.7382038060995995,FormalMethodParameter:0.10118806469201419,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:1.2771250467229363,ActualMethodParameter:0.6823713880435349,AddExpression:0.6580609267736252,SubtractExpression:0.44918271790863373,InstanceField:0.6932366605830763,ClassDefinition:0.0,MethodDefinition:0.02438593624841009,VoidDataType:0.021446065630215578,ConstructorCall:1.2771250467229363,MultiplyExpression:0.770996319495907,ConstructorDefinition:1.2633802637811578,ReturnStatement:0.7382038060995995,SimpleVariable:0.6524916928930169"
345,69,jClass1,13,Class 1 (BankAccount),"ObjectCreationStatement:0.7542906259930543,DoubleDataType:1.8771414386859093,PublicConstructorSpecifier:1.2633802637811578,ReturnStatement:0.7382038060995995,SimpleVariable:0.6524916928930169,ClassDefinition:0.0,MethodDefinition:0.02438593624841009,VoidDataType:0.021446065630215578,ConstructorCall:0.7542906259930543,ObjectMethodInvocation:0.6723865216099562,AddExpression:0.38866138415444546,PrivateFieldSpecifier:0.7382038060995995,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.02438593624841009,SimpleAssignmentExpression:0.08720173872487652,ActualMethodParameter:0.4030195342013126,ConstructorDefinition:1.2633802637811578,SubtractExpression:0.44918271790863373,InstanceField:0.6932366605830763,FormalMethodParameter:0.10118806469201419,StaticMethodSpecifier:0.047202731434856086"
345,70,jBankAccount,13,Class 2 (BankAccount),"InstanceField:0.6932366605830763,FormalMethodParameter:0.10118806469201419,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:0.7542906259930543,ActualMethodParameter:0.6823713880435349,PublicConstructorSpecifier:1.2633802637811578,ReturnStatement:0.7382038060995995,SimpleVariable:0.6524916928930169,ClassDefinition:0.0,MethodDefinition:0.02438593624841009,VoidDataType:0.021446065630215578,ConstructorCall:0.7542906259930543,DoubleDataType:1.8771414386859093,AddExpression:0.38866138415444546,PrivateFieldSpecifier:0.7382038060995995,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.02438593624841009,SimpleAssignmentExpression:0.08720173872487652,ObjectMethodInvocation:1.4110786169854597,ConstructorDefinition:1.2633802637811578,SubtractExpression:0.44918271790863373"
345,71,jClasses4,13,Class 4 (CashRegister),"PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.02438593624841009,SimpleAssignmentExpression:0.09352058108524432,ObjectMethodInvocation:1.4110786169854597,ConstructorDefinition:0.7461727357708748,SubtractExpression:0.44918271790863373,InstanceField:1.1737516973270274,FormalMethodParameter:0.08898923766033058,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:0.7542906259930543,ActualMethodParameter:0.6823713880435349,PublicConstructorSpecifier:0.7461727357708748,ReturnStatement:0.7382038060995995,SimpleVariable:1.1047644701605974,ClassDefinition:0.0,MethodDefinition:0.02438593624841009,VoidDataType:0.021446065630215578,ConstructorCall:0.7542906259930543,DoubleDataType:1.8771414386859093,AddExpression:0.38866138415444546,PrivateFieldSpecifier:1.2498876929761575"
345,72,jArray3,14,Arrays 3,"StaticMethodSpecifier:0.047202731434856086,ArrayInitializer:1.1998128946410145,DoubleDataType:2.2846989832718094,ConstructorCall:0.7542906259930543,LessExpression:0.38165648258578694,ObjectMethodInvocation:1.4110786169854597,ConstructorDefinition:0.7461727357708748,MultiplyExpression:0.770996319495907,PublicFieldSpecifier:2.7593848049088066,ClassField:2.7593848049088066,ClassDefinition:0.0,InstanceField:1.1737516973270274,MethodDefinition:0.026666277058518033,VoidDataType:0.02438593624841009,ArrayVariable:0.9470875785515882,SimpleAssignmentExpression:0.10854658676935297,IntDataType:0.14837283835118278,ArrayLength:1.5754765086018998,ActualMethodParameter:0.6823713880435349,PublicConstructorSpecifier:0.7461727357708748,SubtractExpression:0.44918271790863373,StaticFieldSpecifier:2.7593848049088066,ClassConstantInitializationStatement:2.7593848049088066,PublicClassSpecifier:0.0024470055113494714,SimpleVariable:1.1047644701605974,PublicMethodSpecifier:0.026666277058518033,ArrayInitializationStatement:1.19981289464"
345,73,jArray5,14,Arrays 5,"AddExpression:0.38866138415444546,PrivateFieldSpecifier:0.7382038060995995,FormalMethodParameter:0.10118806469201419,StaticMethodSpecifier:0.047202731434856086,ArrayVariable:0.9470875785515882,IntDataType:0.08763138849046424,ArrayLength:1.5754765086018998,ObjectCreationStatement:0.7542906259930543,MultiplyExpression:0.770996319495907,ConstructorDefinition:1.2633802637811578,SubtractExpression:0.44918271790863373,InstanceField:0.6932366605830763,ClassDefinition:0.0,MethodDefinition:0.02438593624841009,VoidDataType:0.021446065630215578,ArrayDataType:1.2232939904905373,ForStatement:0.7625631519590442,PostIncrementExpression:0.4532606303290731,ConstructorCall:0.7542906259930543,DoubleDataType:1.8771414386859093,PublicConstructorSpecifier:1.2633802637811578,ReturnStatement:0.7382038060995995,SimpleVariable:0.6524916928930169,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.02438593624841009,ArrayCreationStatement:1.2744465129379186,SimpleAssignmentExpression:0.09352058108524432,LessExpression:0.3"
345,74,jArray2,14,Problem 6,"FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.0675736215747451,ArrayVariable:0.9470875785515882,ArrayLength:1.5754765086018998,ArrayElement:1.6255102778998405,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ArrayInitializationStatement:1.1998128946410145,ForStatement:0.7625631519590442,PostIncrementExpression:0.4532606303290731,GreaterExpression:0.730378468587643,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,IntDataType:0.18390430875913744,ArrayInitializer:1.1998128946410145,LessExpression:0.38165648258578694,IfStatement:0.6035052322021434,AddExpression:0.38866138415444546"
345,75,jArray4,14,Arrays 4,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,ArrayCreationStatement:1.2744465129379186,IntDataType:0.18390430875913744,LessExpression:0.38165648258578694,ArrayElement:1.6255102778998405,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ArrayVariable:0.9470875785515882,SimpleAssignmentExpression:0.0675736215747451,ArrayLength:1.5754765086018998,MultiplyExpression:0.770996319495907,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ArrayDataType:1.2232939904905373,ForStatement:0.7625631519590442,PostIncrementExpression:0.4532606303290731"
345,76,jArray1,14,Problem 5,"IntDataType:0.18390430875913744,LessExpression:0.38165648258578694,PostIncrementExpression:0.4532606303290731,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ArrayVariable:0.9470875785515882,SimpleAssignmentExpression:0.05942721691720237,AddAssignmentExpression:0.7542906259930543,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,ArrayInitializationStatement:1.1998128946410145,ArrayDataType:1.2232939904905373,WhileStatement:0.770996319495907,ArrayElement:0.9600525557159558,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ArrayInitializer:1.1998128946410145"
345,77,jEnhancedForLoop,14,Enhanced For Loop,"VoidDataType:0.010219165181686028,ArrayVariable:0.9470875785515882,ForEachStatement:1.4785664955938433,java.lang.System.out.println:0.8351138191076559,ClassDefinition:0.0,PublicMethodSpecifier:0.010219165181686028,ArrayInitializationStatement:1.1998128946410145,IntDataType:0.18390430875913744,IfStatement:0.6035052322021434,ActualMethodParameter:0.4030195342013126,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ArrayInitializer:1.1998128946410145,SimpleAssignmentExpression:0.047945504424613664,LessExpression:0.38165648258578694,MethodDefinition:0.010219165181686028"
345,78,j2D_arrays3,15,Problem 7,"PublicMethodSpecifier:0.010219165181686028,Constant:2.1578255201552907,SimpleAssignmentExpression:0.08720173872487652,MultiDimensionalArrayDataType:1.6334684555795864,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ConstantInitializationStatement:2.2052822744937375,ArrayCreationStatement:1.2744465129379186,ForStatement:1.8197001495176777,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,IntDataType:0.2581541967298676,ArrayVariable:0.9470875785515882,PublicClassSpecifier:0.001445240874180953"
345,79,j2D_Arrays2,15,2D Arrays 2,"VoidDataType:0.010219165181686028,MultiDimensionalArrayDataType:1.6334684555795864,ForStatement:1.291131650738361,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,ArrayCreationStatement:1.2744465129379186,IntDataType:0.2091142882119013,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ArrayVariable:0.9470875785515882,SimpleAssignmentExpression:0.07389246393511288,ClassDefinition:0.0,MethodDefinition:0.010219165181686028"
345,80,j2D_arrays4,15,2D Arrays 4,"PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,ArrayInitializationStatement:1.1998128946410145,MultiDimensionalArrayDataType:1.6334684555795864,ForStatement:1.291131650738361,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ArrayInitializer:1.1998128946410145,IntDataType:0.2091142882119013,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,ArrayVariable:0.9470875785515882,SimpleAssignmentExpression:0.0675736215747451"
345,81,j2D_Arrays1,15,2D Arrays 1,"ArrayVariable:0.9470875785515882,SimpleAssignmentExpression:0.0675736215747451,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,ArrayInitializationStatement:1.1998128946410145,MultiDimensionalArrayDataType:1.6334684555795864,ArrayElement:1.6255102778998405,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,ArrayInitializer:1.1998128946410145,IntDataType:0.2091142882119013,AddExpression:0.38866138415444546,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028"
345,82,jArrayList4,16,ArrayList 4,"DoubleDataType:1.9807902780987696,ForEachStatement:1.4785664955938433,PostIncrementExpression:0.4532606303290731,ReturnStatement:1.2498876929761575,PrivateFieldSpecifier:1.2498876929761575,ImportStatement:1.2481175742155695,FormalMethodParameter:0.11838134572979397,StaticMethodSpecifier:0.047202731434856086,GenericObjectCreationStatement:1.3646231432870066,ObjectCreationStatement:2.4911089771898083,MultiplyExpression:0.770996319495907,IfStatement:0.6035052322021434,ConstructorDefinition:1.7805877917914408,AddExpression:0.38866138415444546,InstanceField:1.1737516973270274,ClassDefinition:0.0,MethodDefinition:0.026666277058518033,VoidDataType:0.021446065630215578,ObjectMethodInvocation:2.2846989832718094,ConstructorCall:2.4911089771898083,IntDataType:0.2286686674462587,GreaterEqualExpression:1.7004152452101997,PublicConstructorSpecifier:1.7805877917914408,SubtractExpression:0.44918271790863373,SimpleVariable:1.1047644701605974,java.util.ArrayList:2.310507827583246,PublicClassSpecifier:0.0024470055113494714,Publ"
345,83,jArrayList5,16,ArrayList 5,"EqualExpression:0.8351138191076559,ObjectCreationStatement:0.7542906259930543,MultiplyExpression:0.770996319495907,ConstructorDefinition:1.7805877917914408,ReturnStatement:1.2498876929761575,java.util.ArrayList:2.310507827583246,InstanceField:1.1737516973270274,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.026666277058518033,SimpleAssignmentExpression:0.09868345121746523,ForStatement:0.7625631519590442,IfStatement:0.6035052322021434,ObjectMethodInvocation:1.1384493433104061,ConstructorCall:0.7542906259930543,ForEachStatement:1.4785664955938433,PublicConstructorSpecifier:1.7805877917914408,SubtractExpression:0.44918271790863373,ImportStatement:1.2481175742155695,SimpleVariable:1.1047644701605974,FormalMethodParameter:0.11838134572979397,StaticMethodSpecifier:0.047202731434856086,GenericObjectCreationStatement:1.3646231432870066,LessExpression:0.38165648258578694,ModulusExpression:1.0635931476230254,ActualMethodParameter:0.6823713880435349,AddExpression:0.6580609267736252,java.lang.System.o"
345,84,jArrayList1,16,ArrayList 1,"MethodDefinition:0.026666277058518033,VoidDataType:0.021446065630215578,ObjectMethodInvocation:1.8771414386859093,ConstructorCall:1.9682745564599264,PublicConstructorSpecifier:1.7805877917914408,AddExpression:0.38866138415444546,InstanceField:1.1737516973270274,java.util.ArrayList:2.310507827583246,PublicClassSpecifier:0.0024470055113494714,PublicMethodSpecifier:0.026666277058518033,SimpleAssignmentExpression:0.09868345121746523,ActualMethodParameter:1.1251336008903943,DoubleDataType:1.9807902780987696,IntDataType:0.2091142882119013,SubtractExpression:0.44918271790863373,SimpleVariable:1.1047644701605974,ImportStatement:1.2481175742155695,FormalMethodParameter:0.11838134572979397,StaticMethodSpecifier:0.047202731434856086,GenericObjectCreationStatement:1.3646231432870066,ObjectCreationStatement:1.9682745564599264,ConstructorDefinition:1.7805877917914408,ReturnStatement:1.2498876929761575,PrivateFieldSpecifier:1.2498876929761575,ClassDefinition:0.0"
345,85,jArrayList2,16,ArrayList 2,"IntDataType:0.08763138849046424,StringLiteral:2.4601702753255865,EqualExpression:1.413970608268776,ImportStatement:1.2481175742155695,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.05942721691720237,ObjectMethodInvocation:2.149770712360963,IfElseIfStatement:1.6334684555795864,IfElseStatement:1.177536499929862,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,GenericObjectCreationStatement:1.3646231432870066,ActualMethodParameter:1.2410750957279792,ModulusExpression:1.8008197391608032,java.util.ArrayList:2.310507827583246,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringDataType:2.5716841865910154"
345,86,jArrayList3,16,ArrayList 3,"java.util.ArrayList:2.310507827583246,PublicClassSpecifier:0.001445240874180953,PublicMethodSpecifier:0.010219165181686028,StringDataType:1.413970608268776,IntDataType:0.14837283835118278,PostIncrementExpression:0.4532606303290731,StringLiteral:0.8351138191076559,ImportStatement:1.2481175742155695,FormalMethodParameter:0.042403848553087355,StaticMethodSpecifier:0.047202731434856086,SimpleAssignmentExpression:0.05942721691720237,ForStatement:0.7625631519590442,ObjectMethodInvocation:1.4110786169854597,StringAddition:1.2232939904905373,ClassDefinition:0.0,MethodDefinition:0.010219165181686028,VoidDataType:0.010219165181686028,GenericObjectCreationStatement:1.3646231432870066,LessExpression:0.38165648258578694,ActualMethodParameter:0.8457817470481722,java.lang.System.out.println:1.413970608268776"
345,87,jInheritance2,17,Inheritance 2,"LessExpression:0.9959088951855976,IfElseStatement:2.4711925691080436,InstanceField:1.4548349748548874,PublicFieldSpecifier:3.0174162258609356,ClassField:3.0174162258609356,PublicConstructorSpecifier:1.5659272727578606,FormalMethodParameter:0.11838134572979397,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:1.799959467452818,IntDataType:0.3124014620925428,java.lang.System.out.println:1.9928273974298958,ExtendsSpecification:2.3693651897863552,DoubleDataType:1.8771414386859093,StaticFieldSpecifier:3.0174162258609356,ClassConstantInitializationStatement:3.0174162258609356,ClassDefinition:0.0,MethodDefinition:0.037188127956963586,VoidDataType:0.010219165181686028,ConstructorCall:1.799959467452818,IfElseIfStatement:2.765702510098185,ObjectMethodInvocation:1.7545508812987103,PrivateFieldSpecifier:1.54920357902219,SimpleVariable:1.3693270849591437,FinalFieldSpecifier:3.0174162258609356,ConstructorDefinition:1.5659272727578606,PublicClassSpecifier:0.00344877014851799,PublicMethodSpecifier:0.03718812"
345,88,jInheritance4,17,Inheritance 4,"GenericObjectCreationStatement:1.3646231432870066,ObjectCreationStatement:1.799959467452818,ExtendsSpecification:2.3693651897863552,DoubleDataType:1.8771414386859093,StaticFieldSpecifier:3.0174162258609356,ClassConstantInitializationStatement:3.0174162258609356,PublicConstructorSpecifier:1.5659272727578606,ClassDefinition:0.0,MethodDefinition:0.037188127956963586,VoidDataType:0.010219165181686028,ObjectMethodInvocation:1.8771414386859093,ConstructorCall:1.799959467452818,PrivateFieldSpecifier:1.54920357902219,SimpleVariable:1.3693270849591437,FinalFieldSpecifier:3.0174162258609356,IntDataType:0.3053872084805745,java.util.ArrayList:2.310507827583246,PublicClassSpecifier:0.00344877014851799,PublicMethodSpecifier:0.037188127956963586,SimpleAssignmentExpression:0.09621951635796391,ActualMethodParameter:1.0516544519964366,java.lang.System.out.println:0.8351138191076559,InstanceField:1.4548349748548874,PublicFieldSpecifier:3.0174162258609356,ClassField:3.0174162258609356,ConstructorDefinition:1.5659272727578606,Imp"
345,89,jInheritance6,17,Inheritance 6,"InstanceField:1.4548349748548874,PublicFieldSpecifier:3.0174162258609356,ClassField:3.0174162258609356,PublicConstructorSpecifier:1.5659272727578606,FormalMethodParameter:0.11838134572979397,StaticMethodSpecifier:0.047202731434856086,ObjectCreationStatement:1.799959467452818,IntDataType:0.3124014620925428,ObjectMethodInvocation:1.604512165010856,ExtendsSpecification:2.3693651897863552,DoubleDataType:1.8771414386859093,StaticFieldSpecifier:3.0174162258609356,ClassConstantInitializationStatement:3.0174162258609356,ClassDefinition:0.0,MethodDefinition:0.037188127956963586,VoidDataType:0.010219165181686028,ConstructorCall:1.799959467452818,IfElseStatement:3.0727083861919366,MultiplyExpression:2.2712858824872852,PrivateFieldSpecifier:1.54920357902219,SimpleVariable:1.3693270849591437,FinalFieldSpecifier:3.0174162258609356,ConstructorDefinition:1.5659272727578606,PublicClassSpecifier:0.00344877014851799,PublicMethodSpecifier:0.037188127956963586,SimpleAssignmentExpression:0.1145303082093471,ActualMethodParameter:1."
